"Country","Year","Indicator","Value"
"Mexico",2023,"Habitat_Condition",84.15
"Ecuador",2023,"Habitat_Condition",80.13
"Peru",2023,"Habitat_Condition",79.2
"Tanzania",2023,"Habitat_Condition",70.19
"Indonesia",2023,"Habitat_Condition",67.65
"Chile",2023,"Habitat_Condition",65.11
"Solomon Islands",2023,"Habitat_Condition",82.42
"Papua New Guinea",2023,"Habitat_Condition",89.76
"Fiji",2023,"Habitat_Condition",91
"Mozambique",2023,"Habitat_Condition",66.67
"Madagascar",2023,"Habitat_Condition",77.72
"Colombia",2023,"Habitat_Condition",69.94
"Mexico",2023,"Habitat_Condition",85.87
"Ecuador",2023,"Habitat_Condition",82.71
"Peru",2023,"Habitat_Condition",80.43
"Tanzania",2023,"Habitat_Condition",71.64
"Indonesia",2023,"Habitat_Condition",71.92
"Chile",2023,"Habitat_Condition",67.79
"Solomon Islands",2023,"Habitat_Condition",0.03
"Papua New Guinea",2023,"Habitat_Condition",-0.06
"Fiji",2023,"Habitat_Condition",0
"Mozambique",2023,"Habitat_Condition",-0.1
"Madagascar",2023,"Habitat_Condition",-0.08
"Colombia",2023,"Habitat_Condition",-0.1
"Mexico",2023,"Habitat_Condition",-0.06
"Ecuador",2023,"Habitat_Condition",-0.09
"Peru",2023,"Habitat_Condition",-0.05
"Tanzania",2023,"Habitat_Condition",-0.06
"Indonesia",2023,"Habitat_Condition",-0.18
"Chile",2023,"Habitat_Condition",-0.12
"Solomon Islands",2023,"Marine_Red_List",79.11
"Papua New Guinea",2023,"Marine_Red_List",81.87
"Fiji",2023,"Marine_Red_List",77.77
"Mozambique",2023,"Marine_Red_List",83.14
"Madagascar",2023,"Marine_Red_List",81.26
"Colombia",2023,"Marine_Red_List",76.69
"Mexico",2023,"Marine_Red_List",74.56
"Ecuador",2023,"Marine_Red_List",71.93
"Peru",2023,"Marine_Red_List",70.19
"Tanzania",2023,"Marine_Red_List",81.94
"Indonesia",2023,"Marine_Red_List",82.31
"Chile",2023,"Marine_Red_List",75.58
"Solomon Islands",2023,"Marine_Red_List",35.15
"Papua New Guinea",2023,"Marine_Red_List",39.05
"Fiji",2023,"Marine_Red_List",29.06
"Mozambique",2023,"Marine_Red_List",50.48
"Madagascar",2023,"Marine_Red_List",50.2
"Colombia",2023,"Marine_Red_List",38.35
"Mexico",2023,"Marine_Red_List",43.45
"Ecuador",2023,"Marine_Red_List",34.56
"Peru",2023,"Marine_Red_List",34.4
"Tanzania",2023,"Marine_Red_List",51.95
"Indonesia",2023,"Marine_Red_List",48.25
"Chile",2023,"Marine_Red_List",31.54
"Solomon Islands",2023,"Marine_Red_List",61.28
"Papua New Guinea",2023,"Marine_Red_List",45.37
"Fiji",2023,"Marine_Red_List",55.67
"Mozambique",2023,"Marine_Red_List",55.33
"Madagascar",2023,"Marine_Red_List",56.44
"Colombia",2023,"Marine_Red_List",68.53
"Mexico",2023,"Marine_Red_List",69.16
"Ecuador",2023,"Marine_Red_List",72.15
"Peru",2023,"Marine_Red_List",59.59
"Tanzania",2023,"Marine_Red_List",60.83
"Indonesia",2023,"Marine_Red_List",68.49
"Chile",2023,"Marine_Red_List",85.02
"Solomon Islands",2023,"Marine_Red_List",79.54
"Papua New Guinea",2023,"Marine_Red_List",82.25
"Fiji",2023,"Marine_Red_List",78.18
"Mozambique",2023,"Marine_Red_List",83.48
"Madagascar",2023,"Marine_Red_List",81.58
"Colombia",2023,"Marine_Red_List",77.24
"Mexico",2023,"Marine_Red_List",75.1
"Ecuador",2023,"Marine_Red_List",72.47
"Peru",2023,"Marine_Red_List",70.62
"Tanzania",2023,"Marine_Red_List",82.34
"Indonesia",2023,"Marine_Red_List",82.76
"Chile",2023,"Marine_Red_List",75.46
"Solomon Islands",2023,"Marine_Red_List",79.97
"Papua New Guinea",2023,"Marine_Red_List",82.63
"Fiji",2023,"Marine_Red_List",78.59
"Mozambique",2023,"Marine_Red_List",83.83
"Madagascar",2023,"Marine_Red_List",81.9
"Colombia",2023,"Marine_Red_List",77.79
"Mexico",2023,"Marine_Red_List",75.63
"Ecuador",2023,"Marine_Red_List",73.02
"Peru",2023,"Marine_Red_List",71.05
"Tanzania",2023,"Marine_Red_List",82.74
"Indonesia",2023,"Marine_Red_List",83.22
"Chile",2023,"Marine_Red_List",75.34
"Solomon Islands",2023,"Marine_Red_List",-0.02
"Papua New Guinea",2023,"Marine_Red_List",-0.01
"Fiji",2023,"Marine_Red_List",-0.02
"Mozambique",2023,"Marine_Red_List",-0.01
"Madagascar",2023,"Marine_Red_List",-0.01
"Colombia",2023,"Marine_Red_List",-0.02
"Mexico",2023,"Marine_Red_List",-0.02
"Ecuador",2023,"Marine_Red_List",-0.02
"Peru",2023,"Marine_Red_List",-0.02
"Tanzania",2023,"Marine_Red_List",-0.01
"Indonesia",2023,"Marine_Red_List",-0.02
"Chile",2023,"Marine_Red_List",0
